,,DFC_CtlMsk.DFC_DevLibBattULo_C,,,
,,DFC_CtlMsk.DFC_DReqSwtTmpErr_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt0OL_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt0OvrTemp_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt0SCB_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt0SCG_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt1OL_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt1OvrTemp_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt1SCB_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt1SCG_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt2OL_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt2OvrTemp_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt2SCB_C,,,
,,DFC_CtlMsk.DFC_DrvPrgSwt2SCG_C,,,
,,DFC_CtlMsk.DFC_DSMDummy_C,,,
,,DFC_CtlMsk.DFC_EGRVlvCurrLim_C,,,
,,DFC_CtlMsk.DFC_EGRVlvDrftClsd_C,,,
,,DFC_CtlMsk.DFC_EGRVlvDrftOpn_C,,,
,,DFC_CtlMsk.DFC_EGRVlvFailSafeActv_C,,,
,,DFC_CtlMsk.DFC_EGRVlvGovDvtCld_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgOpnLd_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgOvrCurr_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgOvrTemp_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgShCirBatt1_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgShCirBatt2_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgShCirGnd1_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgShCirGnd2_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgShCirOvrLd_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgTempOvrCurr_C,,,
,,DFC_CtlMsk.DFC_EGRVlvHBrgUndrVltg_C,,,
,,DFC_CtlMsk.DFC_EGRVlvJamVlvClsd_C,,,
,,DFC_CtlMsk.DFC_EGRVlvJamVlvOpn_C,,,
,,DFC_CtlMsk.DFC_EGRVlvPhysSRCMax_C,,,
,,DFC_CtlMsk.DFC_EGRVlvPhysSRCMin_C,,,
,,DFC_CtlMsk.DFC_EGRVlvSprgBrk_C,,,
,,DFC_CtlMsk.DFC_EGRVlvSRCMax_C,,,
,,DFC_CtlMsk.DFC_EGRVlvSRCMin_C,,,
,,DFC_CtlMsk.DFC_EGRVlvTmpErr_C,,,
,,DFC_CtlMsk.DFC_EngDemPrfmLimAct_C,,,
,,DFC_CtlMsk.DFC_EngICO_C,,,
,,DFC_CtlMsk.DFC_EngPrtOvrSpd_C,,,
,,DFC_CtlMsk.DFC_EngReqCrpAftFllg_C,,,
,,DFC_CtlMsk.DFC_EngReqCrpAftPrk_C,,,
,,DFC_CtlMsk.DFC_EngReqCrpAftRstrt_C,,,
,,DFC_CtlMsk.DFC_EngReqCrpAftTout_C,,,
,,DFC_CtlMsk.DFC_EngReqCrpModeTout_C,,,
,,DFC_CtlMsk.DFC_EnvTAmbTempMon_C,,,
,,DFC_CtlMsk.DFC_EnvTPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_EnvTPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_EnvTSig_C,,,
,,DFC_CtlMsk.DFC_EnvTSRCMax_C,,,
,,DFC_CtlMsk.DFC_EnvTSRCMin_C,,,
,,DFC_CtlMsk.DFC_EpmCaSI1ErrSig_C,,,
,,DFC_CtlMsk.DFC_EpmCaSI1NoSig_C,,,
,,DFC_CtlMsk.DFC_EpmCrSErrSig_C,,,
,,DFC_CtlMsk.DFC_EpmCrSNoSig_C,,,
,,DFC_CtlMsk.DFC_EpmSpdSig1OL_C,,,
,,DFC_CtlMsk.DFC_EpmSpdSig1OT_C,,,
,,DFC_CtlMsk.DFC_EpmSpdSig1SCB_C,,,
,,DFC_CtlMsk.DFC_EpmSpdSig1SCG_C,,,
,,DFC_CtlMsk.DFC_FlFWLvlSRCMax_C,,,
,,DFC_CtlMsk.DFC_FlFWLvlSRCMin_C,,,
,,DFC_CtlMsk.DFC_FlWLmpOL_C,,,
,,DFC_CtlMsk.DFC_FlWLmpOvrTemp_C,,,
,,DFC_CtlMsk.DFC_FlWLmpSCB_C,,,
,,DFC_CtlMsk.DFC_FlWLmpSCG_C,,,
,,DFC_CtlMsk.DFC_FlWLvlSensDefSig_C,,,
,,DFC_CtlMsk.DFC_FlWLvlSig_C,,,
,,DFC_CtlMsk.DFC_FuelTPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_FuelTPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_FuelTSRCMax_C,,,
,,DFC_CtlMsk.DFC_FuelTSRCMin_C,,,
,,DFC_CtlMsk.DFC_FuelTVDPlaus_C,,,
,,DFC_CtlMsk.DFC_Gbx_RvsGearNpl_C,,,
,,DFC_CtlMsk.DFC_GbxNPosNpl_C,,,
,,DFC_CtlMsk.DFC_GbxNPosSig_C,,,
,,DFC_CtlMsk.DFC_GlwLmpOL_C,,,
,,DFC_CtlMsk.DFC_GlwLmpOvrTemp_C,,,
,,DFC_CtlMsk.DFC_GlwLmpSCB_C,,,
,,DFC_CtlMsk.DFC_GlwLmpSCG_C,,,
,,DFC_CtlMsk.DFC_IAirHtOL_C,,,
,,DFC_CtlMsk.DFC_IAirHtOvrTemp_C,,,
,,DFC_CtlMsk.DFC_IAirHtSCB_C,,,
,,DFC_CtlMsk.DFC_IAirHtSCG_C,,,
,,DFC_CtlMsk.DFC_InjCrvInjLimInjVlv_C,,,
,,DFC_CtlMsk.DFC_InjCrvInjLimSys_C,,,
,,DFC_CtlMsk.DFC_InjCrvNumInjRtmLim_C,,,
,,DFC_CtlMsk.DFC_InjCtlfacL2MonTrqIntLim_C,,,
,,DFC_CtlMsk.DFC_InjCtlstL2LimDrv_C,,,
,,DFC_CtlMsk.DFC_InjUnStrtPres_C,,,
,,DFC_CtlMsk.DFC_InjUnStrtTst_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_DcDc_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_NoLd_0_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_NoLd_1_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_NoLd_2_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_NoLd_3_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScBnk_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScCyl_0_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScCyl_1_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScCyl_2_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScCyl_3_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScHsLs_0_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScHsLs_1_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScHsLs_2_C,,,
,,DFC_CtlMsk.DFC_InjVlv_DI_ScHsLs_3_C,,,
,,DFC_CtlMsk.DFC_IntkAirTVUsSRCMax_C,,,
,,DFC_CtlMsk.DFC_IntkAirTVUsSRCMin_C,,,
,,DFC_CtlMsk.DFC_IVAdjDiaIVAdj_0_C,,,
,,DFC_CtlMsk.DFC_IVAdjDiaIVAdj_1_C,,,
,,DFC_CtlMsk.DFC_IVAdjDiaIVAdj_2_C,,,
,,DFC_CtlMsk.DFC_IVAdjDiaIVAdj_3_C,,,
,,DFC_CtlMsk.DFC_LLim_EEPErr_C,,,
,,DFC_CtlMsk.DFC_MaxDrvPrgSwt_C,,,
,,DFC_CtlMsk.DFC_MeUnOL_C,,,
,,DFC_CtlMsk.DFC_MeUnOT_C,,,
,,DFC_CtlMsk.DFC_MeUnSCB_C,,,
,,DFC_CtlMsk.DFC_MeUnSCG_C,,,
,,DFC_CtlMsk.DFC_MILOL_C,,,
,,DFC_CtlMsk.DFC_MILOvrTemp_C,,,
,,DFC_CtlMsk.DFC_MILSCB_C,,,
,,DFC_CtlMsk.DFC_MILSCG_C,,,
,,DFC_CtlMsk.DFC_MinDrvPrgSwt_C,,,
,,DFC_CtlMsk.DFC_MoCADCNTP_C,,,
,,DFC_CtlMsk.DFC_MoCADCTst_C,,,
,,DFC_CtlMsk.DFC_MoCSOPICO_C,,,
,,DFC_CtlMsk.DFC_MoFAPP_C,,,
,,DFC_CtlMsk.DFC_MoFEngBrkECR1_C,,,
,,DFC_CtlMsk.DFC_MoFEngBrkECR2_C,,,
,,DFC_CtlMsk.DFC_MoFEngBrkEXhFlp_C,,,
,,DFC_CtlMsk.DFC_MoFESpd_C,,,
,,DFC_CtlMsk.DFC_MoFInjDatET_C,,,
,,DFC_CtlMsk.DFC_MoFInjDatPhi_C,,,
,,DFC_CtlMsk.DFC_MoFInjQntZFC_C,,,
,,DFC_CtlMsk.DFC_MoFMode2_C,,,
,,DFC_CtlMsk.DFC_MoFMode3_C,,,
,,DFC_CtlMsk.DFC_MoFModeEom_C,,,
,,DFC_CtlMsk.DFC_MoFModeTotQntBnd_C,,,
,,DFC_CtlMsk.DFC_MoFQntCor_C,,,
,,DFC_CtlMsk.DFC_MoFRailP_C,,,
,,DFC_CtlMsk.DFC_MoFStrt_C,,,
,,DFC_CtlMsk.DFC_MoFTrqCmpET_C,,,
,,DFC_CtlMsk.DFC_MoFTrqCmpTrq_C,,,
,,DFC_CtlMsk.DFC_MoFVarPostBldSel_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU0_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU103_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU10_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU111_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU115_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU12_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU18_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU19_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU1_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU20_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU22_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU25_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU28_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU2_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU31_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU32_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU33_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU34_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU35_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU36_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU37_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU38_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU39_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU3_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU40_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU41_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU42_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU43_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU44_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU45_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU46_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU49_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU50_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU51_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU52_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU53_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU54_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU55_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU56_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU57_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU58_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU59_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU5_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU63_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU64_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU65_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU6_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU70_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU71_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU74_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU75_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU78_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU79_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU80_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU81_C,,,
,,DFC_CtlMsk.DFC_MOXEMM_FCCU85_C,,,
,,DFC_CtlMsk.DFC_MRlyOL_C,,,
,,DFC_CtlMsk.DFC_MRlySCB_C,,,
,,DFC_CtlMsk.DFC_MRlySCG_C,,,
,,DFC_CtlMsk.DFC_NplDrvPrgSwt_C,,,
,,DFC_CtlMsk.DFC_OCWDAABEActv_C,,,
,,DFC_CtlMsk.DFC_OCWDACom_C,,,
,,DFC_CtlMsk.DFC_OCWDAErrPin_C,,,
,,DFC_CtlMsk.DFC_OCWDAOvrVltg_C,,,
,,DFC_CtlMsk.DFC_OilPLmpOL_C,,,
,,DFC_CtlMsk.DFC_OilPLmpOvrTemp_C,,,
,,DFC_CtlMsk.DFC_OilPLmpSCB_C,,,
,,DFC_CtlMsk.DFC_OilPLmpSCG_C,,,
,,DFC_CtlMsk.DFC_OilPMin_C,,,
,,DFC_CtlMsk.DFC_OilPNpl_C,,,
,,DFC_CtlMsk.DFC_OilPSwmpPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_OilPSwmpPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_OilPSwmpSig_C,,,
,,DFC_CtlMsk.DFC_OilPSwmpSRCMax_C,,,
,,DFC_CtlMsk.DFC_OilPSwmpSRCMin_C,,,
,,DFC_CtlMsk.DFC_OilSwmpTOverT1_C,,,
,,DFC_CtlMsk.DFC_OilSwmpTOverT2_C,,,
,,DFC_CtlMsk.DFC_OilTNplHigh_C,,,
,,DFC_CtlMsk.DFC_OilTPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_OilTPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_OilTSig_C,,,
,,DFC_CtlMsk.DFC_OilTSRCMax_C,,,
,,DFC_CtlMsk.DFC_OilTSRCMin_C,,,
,,DFC_CtlMsk.DFC_OilTVDPlaus_C,,,
,,DFC_CtlMsk.DFC_PEnvRngChkMax_C,,,
,,DFC_CtlMsk.DFC_PEnvRngChkMin_C,,,
,,DFC_CtlMsk.DFC_PEnvSigRngMax_C,,,
,,DFC_CtlMsk.DFC_PEnvSigRngMin_C,,,
,,DFC_CtlMsk.DFC_PEnvSnsrPlaus_C,,,
,,DFC_CtlMsk.DFC_PhyModNonMonMapNpl_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsLineHiB1_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsLineLoB1_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsPlsHi_C,,,
,,DFC_CtlMsk.DFC_PIntkVUsPlsLo_C,,,
,,DFC_CtlMsk.DFC_PRVctOpnMax_C,,,
,,DFC_CtlMsk.DFC_PRVFrOpnPresInc_C,,,
,,DFC_CtlMsk.DFC_PRVFrOpnPresShck_C,,,
,,DFC_CtlMsk.DFC_PRVOpn_C,,,
,,DFC_CtlMsk.DFC_PRVOpnNotPlaus_C,,,
,,DFC_CtlMsk.DFC_PRVQBalChk_C,,,
,,DFC_CtlMsk.DFC_PRVRPOutOfRng_C,,,
,,DFC_CtlMsk.DFC_PRVtiOpnMax_C,,,
,,DFC_CtlMsk.DFC_RailLimpHomeTiMaxExcd_C,,,
,,DFC_CtlMsk.DFC_RailMeUn0_C,,,
,,DFC_CtlMsk.DFC_RailMeUn13_C,,,
,,DFC_CtlMsk.DFC_RailMeUn2_C,,,
,,DFC_CtlMsk.DFC_RailMeUn42_C,,,
,,DFC_CtlMsk.DFC_RailMeUn4_C,,,
,,DFC_CtlMsk.DFC_RailMeUn7_C,,,
,,DFC_CtlMsk.DFC_RailMeUn8_C,,,
,,DFC_CtlMsk.DFC_RailMonInjRls_C,,,
,,DFC_CtlMsk.DFC_RailPCVLimpExtd4_C,,,
,,DFC_CtlMsk.DFC_RailPSRCMax_C,,,
,,DFC_CtlMsk.DFC_RailPSRCMin_C,,,
,,DFC_CtlMsk.DFC_RailStartNoPressure_C,,,
,,DFC_CtlMsk.DFC_RBA_IOEXTLIB_KEEPALIVE_DRV_C,,,
,,DFC_CtlMsk.DFC_RBA_IOEXTLIB_KEEPALIVE_INI_C,,,
,,DFC_CtlMsk.DFC_rba_IoSigRtc_StopCounter_C,,,
,,DFC_CtlMsk.DFC_rba_MemDiag_MemReadErr_C,,,
,,DFC_CtlMsk.DFC_rba_MemDiag_MemWrErr_C,,,
,,DFC_CtlMsk.DFC_rba_MemDiagExtd_MemReadSngErr_C,,,
,,DFC_CtlMsk.DFC_rba_MRly_Diag_Stk_Event_C,,,
,,DFC_CtlMsk.DFC_rba_MultiStackTrace_Threshold_C,,,
,,DFC_CtlMsk.DFC_rba_SyC_IrrSwOffTrigEngRun_Event_C,,,
,,DFC_CtlMsk.DFC_SigDrvPrgSwt_C,,,
,,DFC_CtlMsk.DFC_SRCHighAPP1_C,,,
,,DFC_CtlMsk.DFC_SRCHighAPP2_C,,,
,,DFC_CtlMsk.DFC_SRCLowAPP1_C,,,
,,DFC_CtlMsk.DFC_SRCLowAPP2_C,,,
,,DFC_CtlMsk.DFC_SSpMon1_C,,,
,,DFC_CtlMsk.DFC_SSpMon1OT_C,,,
,,DFC_CtlMsk.DFC_SSpMon1OV_C,,,
,,DFC_CtlMsk.DFC_SSpMon1SCG_C,,,
,,DFC_CtlMsk.DFC_SSpMon1UV_C,,,
,,DFC_CtlMsk.DFC_SSpMon2_C,,,
,,DFC_CtlMsk.DFC_SSpMon2OT_C,,,
,,DFC_CtlMsk.DFC_SSpMon2OV_C,,,
,,DFC_CtlMsk.DFC_SSpMon2SCG_C,,,
,,DFC_CtlMsk.DFC_SSpMon2UV_C,,,
,,DFC_CtlMsk.DFC_SSpMon3_C,,,
,,DFC_CtlMsk.DFC_SSpMon3OT_C,,,
,,DFC_CtlMsk.DFC_SSpMon3OV_C,,,
,,DFC_CtlMsk.DFC_SSpMon3SCG_C,,,
,,DFC_CtlMsk.DFC_SSpMon3UV_C,,,
,,DFC_CtlMsk.DFC_StrtAPwrCutOL_C,,,
,,DFC_CtlMsk.DFC_StrtAPwrCutSCB_C,,,
,,DFC_CtlMsk.DFC_StrtAPwrCutSCG_C,,,
,,DFC_CtlMsk.DFC_StrtCoilHSSCB_C,,,
,,DFC_CtlMsk.DFC_StrtDummy_C,,,
,,DFC_CtlMsk.DFC_StrtHSOvrTemp_C,,,
,,DFC_CtlMsk.DFC_StrtHSSCB_C,,,
,,DFC_CtlMsk.DFC_StrtHSSCG_C,,,
,,DFC_CtlMsk.DFC_StrtLSOvrTemp_C,,,
,,DFC_CtlMsk.DFC_StrtLSSCB_C,,,
,,DFC_CtlMsk.DFC_StrtLSSCG_C,,,
,,DFC_CtlMsk.DFC_StrtOL_C,,,
,,DFC_CtlMsk.DFC_SVSOL_C,,,
,,DFC_CtlMsk.DFC_SVSOvrTemp_C,,,
,,DFC_CtlMsk.DFC_SVSSCB_C,,,
,,DFC_CtlMsk.DFC_SVSSCG_C,,,
,,DFC_CtlMsk.DFC_SyncAPP_C,,,
,,DFC_CtlMsk.DFC_SyncAPPDblPotLIS_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcEGRVlvLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcEGRVlvLvl3_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcEGRVlvWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcIntrDosLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcIntrDosLvl3_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcIntrDosWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcOvrdActv_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRdcAgRmnWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntCnsLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntCnsLvl3_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntCnsWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntQlyLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntQlyLvl3_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcRgntQlyWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcTamprgLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcTamprgLvl3_C,,,
,,DFC_CtlMsk.DFC_SysDiagIndcTamprgWarn_C,,,
,,DFC_CtlMsk.DFC_SysDiagRepOffndrLvl1_C,,,
,,DFC_CtlMsk.DFC_SysDiagRepOffndrLvl3_C,,,
,,DFC_CtlMsk.DFC_T50Err_C,,,
,,DFC_CtlMsk.DFC_TCACDsPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_TCACDsPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_TCACDsSENTSnsrInit_C,,,
,,DFC_CtlMsk.DFC_TCACDsSENTSnsrInt_C,,,
,,DFC_CtlMsk.DFC_TCACDsSig_C,,,
,,DFC_CtlMsk.DFC_TCACDsSRCMax_C,,,
,,DFC_CtlMsk.DFC_TCACDsSRCMin_C,,,
,,DFC_CtlMsk.DFC_TCDBstPrtTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDEngPrtTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDInjSysTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDLimInfo_C,,,
,,DFC_CtlMsk.DFC_TCDNTCTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDPDiffTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDPrfmLimTrqLim_C,,,
,,DFC_CtlMsk.DFC_TCDSmkTrqLim_C,,,
,,DFC_CtlMsk.DFC_TClntDsplOL_C,,,
,,DFC_CtlMsk.DFC_TClntDsplOvrTemp_C,,,
,,DFC_CtlMsk.DFC_TClntDsplSCB_C,,,
,,DFC_CtlMsk.DFC_TClntDsplSCG_C,,,
,,DFC_CtlMsk.DFC_TECUPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_TECUPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_TECUSigRngMax_C,,,
,,DFC_CtlMsk.DFC_TECUSigRngMin_C,,,
,,DFC_CtlMsk.DFC_TECUSnsrPlaus_C,,,
,,DFC_CtlMsk.DFC_Unused_C,,,
,,DFC_CtlMsk.DFC_VehVCANSig_C,,,
,,DFC_CtlMsk.DFC_VehVMax_C,,,
,,DFC_CtlMsk.DFC_VehVNplMon_C,,,
,,DFC_CtlMsk.DFC_VehVPhysRngHi_C,,,
,,DFC_CtlMsk.DFC_VehVPhysRngLo_C,,,
,,DFC_CtlMsk.DFC_VehVPlaus_C,,,
,,DFC_CtlMsk.DFC_VehVSRCHi_C,,,
,,DFC_CtlMsk.DFC_VehVSRCLo_C,,,
,,DFC_CtlMsk.DFC_VehVTachMax_C,,,
,,DFC_CtlMsk.DFC_VehVTachMin_C,,,
,,DFC_CtlMsk.DFC_VehVTachSig_C,,,
,,DFC_DisblMsk.DFC_AfterrunBegin_C,,,
,,DFC_DisblMsk.DFC_AfterrunClose_C,,,
,,DFC_DisblMsk.DFC_AfterrunTimeOut_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovDvtEOMMax_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovDvtEOMMin_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovDvtMax_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovDvtMin_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovrDeMilTqLimrMax_C,,,
,,DFC_DisblMsk.DFC_AirCtlGovrDeMilTqLimrMin_C,,,
,,DFC_DisblMsk.DFC_AirCtlRmpTOut_C,,,
,,DFC_DisblMsk.DFC_AirCtlTiToCtl_C,,,
,,DFC_DisblMsk.DFC_AirCtlTiToStrtCtl_C,,,
,,DFC_DisblMsk.DFC_AirHtStickOn_C,,,
,,DFC_DisblMsk.DFC_AppCanSigErr_C,,,
,,DFC_DisblMsk.DFC_AppCanSigQlyErr_C,,,
,,DFC_DisblMsk.DFC_APPPlausBrk_C,,,
,,DFC_DisblMsk.DFC_BattUSRCMax_C,,,
,,DFC_DisblMsk.DFC_BattUSRCMin_C,,,
,,DFC_DisblMsk.DFC_BattUStdbyDiaOL_C,,,
,,DFC_DisblMsk.DFC_BrkNpl_C,,,
,,DFC_DisblMsk.DFC_BrkNplSngSwt_C,,,
,,DFC_DisblMsk.DFC_BrkSigMn_C,,,
,,DFC_DisblMsk.DFC_BrkSigRdnt_C,,,
,,DFC_DisblMsk.DFC_CAN_E_TIMEOUT_C,,,
,,DFC_DisblMsk.DFC_CEngDsTOverT1_C,,,
,,DFC_DisblMsk.DFC_CEngDsTOverT2_C,,,
,,DFC_DisblMsk.DFC_CEngDsTOverT3_C,,,
,,DFC_DisblMsk.DFC_CEngDsTPhysRngHi_C,,,
,,DFC_DisblMsk.DFC_CEngDsTPhysRngLo_C,,,
,,DFC_DisblMsk.DFC_CEngDsTSig_C,,,
,,DFC_DisblMsk.DFC_CEngDsTSRCMax_C,,,
,,DFC_DisblMsk.DFC_CEngDsTSRCMin_C,,,
,,DFC_DisblMsk.DFC_CEngDsTVDPlaus_C,,,
,,DFC_DisblMsk.DFC_ClthNpl_C,,,
,,DFC_DisblMsk.DFC_ClthSig_C,,,
,,DFC_DisblMsk.DFC_ComAPPMaxErr_C,,,
,,DFC_DisblMsk.DFC_ComAPPTO_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1ACCE_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1ACCR_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1AE_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1AR_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1DE_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1DR_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1PE_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1TE_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1TR_C,,,
,,DFC_DisblMsk.DFC_ComChkTSC1VE_C,,,
